iter	Logloss
0	0.6745356869
1	0.6575044599
2	0.6387501106
3	0.6216776189
4	0.6088660753
5	0.5918906159
6	0.5771936921
7	0.5618901596
8	0.5461057492
9	0.528912644
10	0.5130659972
11	0.5044980903
12	0.4916486878
13	0.479319848
14	0.4671181273
15	0.4545824898
16	0.4478727039
17	0.436911787
18	0.4256412766
19	0.4154989332
20	0.4044693113
21	0.3949644699
22	0.3844565008
23	0.3745536329
24	0.3652093182
25	0.3550164989
26	0.346417906
27	0.3382936364
28	0.3301022556
29	0.3222794646
30	0.3147373224
31	0.3073904386
32	0.3003347338
33	0.2930836326
34	0.2864073833
35	0.2800502707
36	0.2726413619
37	0.2656563212
38	0.2592260554
39	0.2536452685
40	0.2483302705
41	0.2422523025
42	0.236128809
43	0.2321575076
44	0.2269521144
45	0.222439168
46	0.2179648407
47	0.2133936437
48	0.208312821
49	0.2037315446
50	0.1999484272
51	0.1954418343
52	0.1913902616
53	0.1879069714
54	0.1839282929
55	0.1797848891
56	0.1761988803
57	0.1724841756
58	0.16874105
59	0.1651586241
60	0.1621748767
61	0.1589929978
62	0.156044482
63	0.1528891734
64	0.1501366939
65	0.1471355875
66	0.1443927089
67	0.1420592369
68	0.139666524
69	0.1371272689
70	0.1349813427
71	0.1329637694
72	0.1310111341
73	0.1286247776
74	0.1260563476
75	0.1238984975
76	0.1221672406
77	0.1200764452
78	0.117994858
79	0.116095426
80	0.1142318226
81	0.1127825816
82	0.1113182492
83	0.1092821462
84	0.1075774185
85	0.1057355673
86	0.1041431378
87	0.1022201515
88	0.1006052721
89	0.09891233747
90	0.09731032281
91	0.09580678032
92	0.09446522546
93	0.0928959328
94	0.09130255684
95	0.08996624228
96	0.08878681811
97	0.08732754465
98	0.08589919522
99	0.08474351452
100	0.08336432094
101	0.08188533329
102	0.08042440869
103	0.07950223892
104	0.07857228461
105	0.07728014636
106	0.07611702586
107	0.07491998143
108	0.07376153923
109	0.07276142438
110	0.07189226907
111	0.07090450317
112	0.0700340744
113	0.0692062219
114	0.06859861858
115	0.06758570444
116	0.06686206356
117	0.06592225234
118	0.06506755958
119	0.06437672093
120	0.06357631948
121	0.06253448744
122	0.06164110539
123	0.06093145552
124	0.06035704726
125	0.05960594586
126	0.05893366602
127	0.05826096459
128	0.05770296294
129	0.05704756729
130	0.05641601502
131	0.05568984123
132	0.05501005801
133	0.05445129304
134	0.05363123341
135	0.0530277922
136	0.05249062758
137	0.05189672879
138	0.05126745209
139	0.05070088175
140	0.05020454876
141	0.04972321382
142	0.04915884222
143	0.04869220181
144	0.04810012447
145	0.04759283898
146	0.04700907185
147	0.04655011533
148	0.04617019532
149	0.04565228054
150	0.04523201254
151	0.04459345114
152	0.04407242669
153	0.04358174347
154	0.04316924375
155	0.04272166055
156	0.04229988863
157	0.04182345943
158	0.0413117545
159	0.04091629566
160	0.04059429434
161	0.04016817297
162	0.03986422221
163	0.03946507318
164	0.03894355448
165	0.03858097886
166	0.0382506609
167	0.03780839746
168	0.03742443304
169	0.03704050496
170	0.03663408302
171	0.03623939317
172	0.035840352
173	0.03555847879
174	0.03525923926
175	0.03502209187
176	0.03470499932
177	0.03446936797
178	0.03415624111
179	0.03390103143
180	0.03359206215
181	0.03330740361
182	0.03301367192
183	0.03269963454
184	0.03237803399
185	0.03202634652
186	0.03176888171
187	0.03159875945
188	0.0312879411
189	0.03106396993
190	0.03080596735
191	0.03059396971
192	0.03032266299
193	0.03004200118
194	0.02978885287
195	0.02954447042
196	0.02930031617
197	0.02910050324
198	0.02890124245
199	0.02862119675
200	0.02844833041
201	0.02827830315
202	0.02808107573
203	0.02790862189
204	0.02771279812
205	0.02752638242
206	0.0273013834
207	0.02709927294
208	0.02692491819
209	0.02675298131
210	0.02657753589
211	0.02638520362
212	0.02620900358
213	0.02599616391
214	0.02581155527
215	0.02560236265
216	0.02541482978
217	0.02520750818
218	0.02501437361
219	0.0247912301
220	0.02457176693
221	0.02441343656
222	0.02419159337
223	0.02405980352
224	0.02386684758
225	0.02371423585
226	0.02349907519
227	0.02325652932
228	0.02310133813
229	0.02286192992
230	0.0226682012
231	0.02249228122
232	0.02236316318
233	0.02225005437
234	0.02210754743
235	0.02195576259
236	0.02184418194
237	0.02169414096
238	0.02155951394
239	0.02141768213
240	0.02125326036
241	0.02113296115
242	0.02093863109
243	0.0207831413
244	0.0206525795
245	0.02053707516
246	0.02036925119
247	0.0202382118
248	0.0201436618
249	0.02000175809
250	0.01987953867
251	0.01977330541
252	0.01959002737
253	0.01943622619
254	0.01927732135
255	0.01913596259
256	0.01898004668
257	0.01888520755
258	0.01877326663
259	0.01863956376
260	0.01851627259
261	0.01840361943
262	0.01828275484
263	0.01816635964
264	0.01807079467
265	0.0179880392
266	0.01790172562
267	0.01777742628
268	0.01766276511
269	0.0175605668
270	0.01743438887
271	0.01732674099
272	0.01721599064
273	0.01708242401
274	0.01694778639
275	0.01683464202
276	0.01672830582
277	0.01663438403
278	0.01658493526
279	0.01649560171
280	0.01640256473
281	0.01630943843
282	0.01620077254
283	0.01611445593
284	0.01601824458
285	0.01591654883
286	0.01579522708
287	0.01569809308
288	0.01563479106
289	0.01556135057
290	0.01544855436
291	0.01536795223
292	0.01528287085
293	0.01520206512
294	0.01512662494
295	0.01500556885
296	0.01492353697
297	0.01485050671
298	0.01475469196
299	0.01468156784
300	0.01462184285
301	0.01454825401
302	0.01444386906
303	0.01439378224
304	0.01431310669
305	0.01424864058
306	0.01418151023
307	0.01409541917
308	0.01401266522
309	0.01394854349
310	0.01386466026
311	0.01380709996
312	0.01372278153
313	0.01367138303
314	0.01360408011
315	0.01352735701
316	0.01346220516
317	0.01339907192
318	0.01332001232
319	0.01325557118
320	0.01318016355
321	0.01312023874
322	0.01305627217
323	0.0129852961
324	0.01290745584
325	0.01283649112
326	0.01277815652
327	0.01271939505
328	0.01264579031
329	0.01259916396
330	0.01254638944
331	0.01246680986
332	0.01239964924
333	0.01232591811
334	0.012272392
335	0.01221558858
336	0.0121546382
337	0.01210295435
338	0.01203792436
339	0.01198385027
340	0.01192161394
341	0.01187139314
342	0.01181309564
343	0.01176526509
344	0.01170718632
345	0.01164865872
346	0.01159586452
347	0.01155096311
348	0.01148136154
349	0.01143212091
350	0.01139388009
351	0.01133452673
352	0.0112956539
353	0.01123031662
354	0.01118655508
355	0.01114226977
356	0.01109852185
357	0.01104241326
358	0.01099590574
359	0.01094005903
360	0.01090553526
361	0.01085950382
362	0.01079609886
363	0.01074129967
364	0.01069536436
365	0.01064943662
366	0.01060385099
367	0.01056161835
368	0.01050187217
369	0.01044709796
370	0.01041193992
371	0.01035970355
372	0.01030547051
373	0.01025921806
374	0.01022183403
375	0.01018417752
376	0.01012578011
377	0.0100833855
378	0.01005320398
379	0.01001656169
380	0.009959583434
381	0.009918010802
382	0.009875557158
383	0.009832800759
384	0.009795650603
385	0.009753486088
386	0.009710526088
387	0.009659681623
388	0.009628709157
389	0.009583707083
390	0.009553274276
391	0.009510980334
392	0.009467951457
393	0.009433965077
394	0.009391833109
395	0.009362997328
396	0.009331982476
397	0.009298246626
398	0.009266780672
399	0.009219591201
400	0.009181851432
401	0.009158866368
402	0.009130994857
403	0.009098906744
404	0.009064043136
405	0.009022768717
406	0.008978097401
407	0.008953802926
408	0.00891943205
409	0.008893033436
410	0.008847541658
411	0.008795727624
412	0.008776533036
413	0.008749631095
414	0.008707460525
415	0.008685797737
416	0.0086629807
417	0.008643523474
418	0.008615051754
419	0.008575016355
420	0.008533021382
421	0.008494116768
422	0.008459096485
423	0.008429142029
424	0.00840938886
425	0.008374707661
426	0.008345411694
427	0.008315593477
428	0.008268905821
429	0.008246990991
430	0.008215544716
431	0.008185563012
432	0.00815217003
433	0.008120137926
434	0.008087500315
435	0.008066070647
436	0.008034871873
437	0.008007337933
438	0.007984276423
439	0.00794285744
440	0.007908703032
441	0.00787664141
442	0.007852602762
443	0.007833252256
444	0.007810786414
445	0.007782920959
446	0.007753910337
447	0.007727117387
448	0.007690715033
449	0.00766867683
450	0.007638269757
451	0.007613490877
452	0.007589126769
453	0.007556021403
454	0.007521518071
455	0.007495994416
456	0.007467214645
457	0.007441370828
458	0.007410717767
459	0.00738647249
